Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Are you eighteen years of age or older?,,What is the state in which you live?,What is the city  in which you live?,What is your gender?,What is your age?  ,Do you feel tired or energized after being with people?,Do you prefer many relationships or a few close friends?,When you are alone does that drain you or energize you?,Do you prefer to work alone with few interruptions or on a team?,Do you prefer large group activities or small social events?,"On a scale of 1 to 5, 1 being not at all and 5 being an expert, how well do you think you can research topics on the internet?","Please rate on a scale of 1 to 5, 1 being not at all important and 5 being very important, how you important are the following to your learning?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do you believe critical thinking can be taught?,"When visiting the doctor for a medical issue, what helps you understand your condition the very best?:",When putting together a piece of furniture what do you do first:,"When needing to remember particular points in a discussion, what helps you remember the best? ","If you were going to change the oil in your car and you had no prior knowledge of how to do it, would you:","When relaxing, would you be most likely to:","If you were going to buy a book for an 8-year-old child, would you buy:","You need to learn a new program for editing pictures, so you:","If you are going to the museum, would you be most likely to: ","You are going to an escape room, a scenario in which you use clues to get you out of a room in a certain amount of time. When the time starts, would you be most likely to:","At work there is a meeting that is about the past year’s performance. In leading the meeting, you:	","When it comes to planning for a vacation, you prefer to talk to someone who has:",When you are confused about what to do you:,You want to know how to spell the word conscience. Would you be most likely to?:,"At a restaurant, when ordering do you:","When learning from a text book, do you","When learning about history, which did you like best? "
10720090144,233154035,5/9/2019 17:17,5/9/2019 17:37,73.119.189.34,,,,,Yes,,New Hampshire,Goffstown,Female,54,Energized,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,4,,,,3,,,,,,4,,,,,4,,,,3,,,,,,4,,,,,4,,Yes,View a diagram,Look at the diagrams,Real life examples,Watch a video on the internet as you do it,Read a book,A picture book,Read the help topics in the program,Get a map,"Look in books, signs and letter for clues",Recall past experiences and things that happen,Experience,Use a pros and cons list,Write it out,Read the descriptions,Take notes,Detailed stories
10720083487,233154035,5/9/2019 17:11,5/9/2019 19:05,24.237.158.11,,,,,Yes,,Alaska,Anchorage,Female,23,Energized,Many,It drains me,Alone,Large group activities,3,,,,4,,,,3,,,,,,,5 Very important,,2,,,,,,3,,,,2,,,,,,3,,,,,,4,,Yes,View on a human body model,Read the instructions,"Draw, using color and symbols",Call a friend who has changed oil before,Listen to music,A science book with things to do,Just start using the program,Get a map,"Flip knobs, push buttons and flip over everything that is not nailed down",Listen and discuss,Facts,Use a pros and cons list,Write it out,Read the descriptions,Highlight the words,"Maps, diagrams and charts"
10720048724,233154035,5/9/2019 16:49,5/9/2019 16:53,47.32.165.183,,,,,Yes,,California,Redding,Female,25,Tired,Few,It energizes me,On a team,Small social events,5 - Expert,,,,,5 Very important,,,,4,,,,,4,,,,,4,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Read the help topics in the program,Get a map,"Look in books, signs and letter for clues",Listen and discuss,Experience,Give attention to how the situation is affecting everyday life,Write it out,Look at the pictures,Take notes,Detailed stories
10718195603,233154035,5/9/2019 4:09,5/9/2019 4:14,98.245.232.202,,,,,Yes,,Colorado,Byers,Female,59,Energized,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,4,,,,,4,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,View on a human body model,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A science book with things to do,Listen to a video on line,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Listen and discuss,Experience,Give attention to how the situation is affecting everyday life,See the word in your mind,Choose something you have had before,Highlight the words,Detailed stories
10717649315,233154035,5/8/2019 22:06,5/8/2019 22:15,67.189.65.49,,,,,Yes,,Oregon,Keizer,Female,48,Tired,Few,It energizes me,Alone,Small social events,3,,,,,5 Very important,,,3,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,3,,,,,,4,,Yes,View a diagram,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A book that ask questions,Look at diagrams on the internet,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures",Make a charts and graphs,Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10717627555,233154035,5/8/2019 21:44,5/8/2019 21:50,69.178.37.249,,,,,Yes,,Alaska,Anchorage ,Female,64,Energized,Few,It energizes me,Alone,Small social events,3,,,,,5 Very important,,,,4,,,,3,,,,,3,,,,,3,,,,,,4,,,,,4,,,,,4,,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Look at diagrams on the internet,Get an audio device that tells you about each exhibit as you walk through,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10717595169,233154035,5/8/2019 21:11,5/8/2019 21:17,71.11.113.51,,,,,Yes,,Missouri,Wentzville,Female,51,Energized,Many,It drains me,On a team,Large group activities,5 - Expert,,,,,5 Very important,,,3,,,,,,4,,,2,,,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Read an information pack,Read the instructions,Real life examples,Watch a video on the internet as you do it,Read a book,A science book with things to do,Read the help topics in the program,Get a map,"Find charts, puzzle pieces, look at pictures",Listen and discuss,Experience,Discuss the situations with friends,Write it out,Read the descriptions,Draw from previously -learned material,Detailed stories
10717527052,233154035,5/8/2019 20:07,5/8/2019 20:10,129.72.89.238,,,,,Yes,,Colorado,Falcon,Female,19,Tired,Few,It energizes me,Alone,Small social events,4,,,,4,,,,,4,,,,,,5 Very important,,,3,,,,,,4,,,,,4,,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Look at the diagrams,"Draw, using color and symbols",Watch a video on the internet as you do it,Listen to music,A science book with things to do,Just start using the program,Get a map,"Flip knobs, push buttons and flip over everything that is not nailed down",Make a charts and graphs,Experience,Make a visual of what is going on and find patterns,Sound it out,Choose something you have had before,Highlight the words,Detailed stories
10717463242,233154035,5/8/2019 19:09,5/8/2019 19:15,209.161.166.115,,,,,Yes,,Alaska,Gakona,Female,18,Tired,Few,It energizes me,Alone,Small social events,5 - Expert,,,,4,,,,,4,,,,,4,,,,,4,,,,,4,,,,,,5 Very important,,,,4,,,,,4,,Yes,Have the doctor describe what is wrong,Look at the diagrams,Talk with others who were in the discussion,Call a friend who has changed oil before,Read a book,A book that ask questions,Just start using the program,Just walk and enjoy whatever path you take,"Look in books, signs and letter for clues","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Use a pros and cons list,Look it up in the dictionary,Read the descriptions,Take notes,Discussing the subject with others
10717428032,233154035,5/8/2019 18:42,5/8/2019 18:46,182.253.235.138,,,,,Yes,,indonesia,Jakarta,Male,46,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,3,,,,,,4,,No,Have the doctor describe what is wrong,Read the instructions,Real life examples,Watch a video on the internet as you do it,Read a book,A science book with things to do,Look at diagrams on the internet,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures",Make a charts and graphs,Visual aids,Give attention to how the situation is affecting everyday life,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10717412548,233154035,5/8/2019 18:31,5/8/2019 18:36,75.163.190.181,,,,,Yes,,Colorado,Colorado Springs,Female,43,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,4,,,,,,5 Very important,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,Yes,Read an information pack,Get someone who can help you,Writing down the key points,Call a friend who has changed oil before,Read a book,A science book with things to do,Listen to a video on line,Get an audio device that tells you about each exhibit as you walk through,"Find charts, puzzle pieces, look at pictures","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Use a pros and cons list,See the word in your mind,Look at the pictures,Highlight the words,Detailed stories
10717406334,233154035,5/8/2019 18:25,5/8/2019 23:20,24.237.158.23,,,,,Yes,,Alaska,Anchorage,Female,55,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,3,,,,,,,5 Very important,,,3,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Read an information pack,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A science book with things to do,Just start using the program,Read information before you get there so you know exactly what you want to see,"Look in books, signs and letter for clues","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Write it out,Read the descriptions,Take notes,Detailed stories
10717242670,233154035,5/8/2019 16:32,5/8/2019 16:38,12.17.191.162,,,,,Yes,,Alaska,Anchorage,Female,64,Tired,Few,It energizes me,Alone,Small social events,3,,,,,5 Very important,,,3,,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,3,,,,,,,5 Very important,,,,4,,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A book that ask questions,Just start using the program,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Use a pros and cons list,See the word in your mind,Read the descriptions,Highlight the words,Detailed stories
10717133616,233154035,5/8/2019 15:27,5/8/2019 15:37,45.37.131.52,,,,,Yes,,North Carolina ,Pikeville,Female,42,Tired,Few,It energizes me,On a team,Small social events,4,,,3,,,,,,,5 Very important,,,,,5 Very important,,2,,,,,,,,5 Very important,,,,4,,,,3,,,,,,4,,Yes,Have the doctor describe what is wrong,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Listen to music,An adventure book with few images,Look at diagrams on the internet,Get an audio device that tells you about each exhibit as you walk through,"Flip knobs, push buttons and flip over everything that is not nailed down",Recall past experiences and things that happen,Experience,Make a visual of what is going on and find patterns,Write it out,Look at the pictures,Take notes,Detailed stories
10717099476,233154035,5/8/2019 15:06,5/8/2019 15:14,173.241.162.104,,,,,Yes,,Oregon ,Sandy,Female,27,Tired,Few,It energizes me,On a team,Small social events,4,,,,,5 Very important,,,,4,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A picture book,Read the help topics in the program,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Make a charts and graphs,Experience,Discuss the situations with friends,Sound it out,Read the descriptions,Highlight the words,Detailed stories
10717037026,233154035,5/8/2019 14:33,5/8/2019 14:37,174.216.30.96,,,,,Yes,,Alaska,Anchorage ,Female,53,Tired,Few,It energizes me,Alone,Small social events,5 - Expert,,,,,5 Very important,,2,,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,No,View on a human body model,Just start putting it together,Writing down the key points,Look at a diagram of the process,Listen to music,A science book with things to do,Just start using the program,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Listen and discuss,Experience,Give attention to how the situation is affecting everyday life,Look it up in the dictionary,Read the descriptions,Highlight the words,Discussing the subject with others
10717011437,233154035,5/8/2019 14:19,5/8/2019 14:25,65.61.94.169,,,,,Yes,,Minnesota,Moorhead,Female,27,Tired,Few,It energizes me,Alone,Small social events,5 - Expert,,,,,5 Very important,,,,4,,,,,,5 Very important,1 - Not important,,,,,,,3,,,,,,,5 Very important,,,3,,,,,,,5 Very important,Yes,Read an information pack,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Read a book,A science book with things to do,Just start using the program,Read information before you get there so you know exactly what you want to see,"Find charts, puzzle pieces, look at pictures",Make a charts and graphs,Experience,Give attention to how the situation is affecting everyday life,See the word in your mind,Read the descriptions,Highlight the words,"Maps, diagrams and charts"
10716726478,233154035,5/8/2019 12:16,5/8/2019 12:27,107.77.205.111,,,,,Yes,,Alaska ,Anchorage,Female,60,Energized,Many,It energizes me,Alone,Large group activities,4,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,3,,,,,,,5 Very important,,,,4,,Yes,Read an information pack,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A book that ask questions,Read the help topics in the program,Just walk and enjoy whatever path you take,"Look in books, signs and letter for clues","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Write it out,Read the descriptions,Take notes,Written Facts
10716648398,233154035,5/8/2019 11:50,5/8/2019 11:55,107.242.121.9,,,,,Yes,,Alaska,Anchorage ,Male,43,Energized,Few,It drains me,On a team,Small social events,2,,2,,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,2,,,,,,3,,,Yes,Have the doctor describe what is wrong,Look at the diagrams,Real life examples,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Listen to a video on line,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Facts,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10716597714,233154035,5/8/2019 11:31,5/8/2019 11:38,107.77.204.137,,,,,Yes,,Delaware,Rehoboth Beach,,59,Tired,Few,It energizes me,Alone,Small social events,5 - Expert,,,,,5 Very important,,,3,,,,,3,,,,,3,,,,,3,,,,,3,,,,,,4,,,,,4,,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,An adventure book with few images,Just start using the program,Get an audio device that tells you about each exhibit as you walk through,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Use a pros and cons list,Sound it out,Ask a friend or waiter what is best,Highlight the words,Detailed stories
10716481783,233154035,5/8/2019 10:48,5/8/2019 10:57,75.70.116.129,,,,,Yes,,Colorado,Peyton,Female,45,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,4,,,,,4,,,,,4,,,,,4,,,,,4,,,,,,5 Very important,,,,,5 Very important,Yes,Read an information pack,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Read a book,An adventure book with few images,Just start using the program,Get a map,"Find charts, puzzle pieces, look at pictures",Make a charts and graphs,Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10716378836,233154035,5/8/2019 10:13,5/8/2019 10:21,107.77.205.142,,,,,Yes,,Alaska,Anchorage ,Female,41,Energized,Few,It energizes me,On a team,Large group activities,3,,,,4,,,,,4,,,,3,,,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Call a friend who has changed oil before,Read a book,An adventure book with few images,Just start using the program,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Write it out,Read the descriptions,Highlight the words,Detailed stories
10716244412,233154035,5/8/2019 9:27,5/8/2019 9:37,107.242.121.6,,,,,Yes,,Alaska,Soldotna ,Female,23,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,4,,,,,,5 Very important,,,3,,,,,,4,,,,,4,,,,,4,,,,,4,,Yes,View on a human body model,Look at the diagrams,Real life examples,Look at a diagram of the process,Listen to music,A science book with things to do,Read the help topics in the program,Just walk and enjoy whatever path you take,"Look in books, signs and letter for clues",Recall past experiences and things that happen,Experience,Discuss the situations with friends,Look it up in the dictionary,Look at the pictures,Take notes,Detailed stories
10716198758,233154035,5/8/2019 9:12,5/8/2019 9:17,65.158.230.194,,,,,Yes,,Washington,Seattle,Female,32,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,4,,No,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A science book with things to do,Listen to a video on line,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Give attention to how the situation is affecting everyday life,Look it up in the dictionary,Ask a friend or waiter what is best,Take notes,Detailed stories
10716143375,233154035,5/8/2019 8:31,5/8/2019 9:14,107.77.205.53,,,,,Yes,,Oregon ,Salem,Female,53,Energized,Few,It drains me,On a team,Small social events,3,,,3,,,,,3,,,,,3,,,,,,4,,,,3,,,,,,4,,,,,4,,,,3,,,Yes,Have the doctor describe what is wrong,Get someone who can help you,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Listen to a video on line,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Listen and discuss,Experience,Discuss the situations with friends,Look it up in the dictionary,Ask a friend or waiter what is best,Highlight the words,Detailed stories
10716066011,233154035,5/8/2019 8:26,5/8/2019 8:33,65.74.123.179,,,,,Yes,,Alaska,ANCHORAGE,Male,76,Energized,Few,It energizes me,Alone,Small social events,3,,,,,5 Very important,,,3,,,,,3,,,,,3,,,,,3,,,,,,4,,,,,4,,,,,4,,No,View on a human body model,Just start putting it together,Writing down the key points,Watch a video on the internet as you do it,Read a book,An adventure book with few images,Just start using the program,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Listen and discuss,Experience,Use a pros and cons list,Look it up in the dictionary,Read the descriptions,Take notes,Detailed stories
10716024550,233154035,5/8/2019 8:12,5/8/2019 8:20,206.174.49.205,,,,,Yes,,Alaska,Anchorage ,Male,67,Energized,Many,It drains me,Alone,Small social events,3,,,,4,,,,,4,,,,,4,,,,,4,,,,,4,,,,,4,,,2,,,,,,3,,,Yes,Have the doctor describe what is wrong,Just start putting it together,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Listen to a video on line,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Write it out,Read the descriptions,Draw from previously -learned material,Detailed stories
10714554477,233154035,5/7/2019 19:46,5/7/2019 22:03,107.77.205.7,,,,,Yes,,Alaska,North Pole,Female,23,Energized,Few,It drains me,Alone,Small social events,4,,,3,,,,,3,,,,,,4,,,2,,,,,,,4,,,,3,,,,,,,5 Very important,,,,4,,Yes,Have the doctor describe what is wrong,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Go on a hike,An adventure book with few images,Look at diagrams on the internet,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures",Recall past experiences and things that happen,Experience,Use a pros and cons list,See the word in your mind,Read the descriptions,Draw from previously -learned material,Discussing the subject with others
10714477240,233154035,5/7/2019 18:49,5/7/2019 18:57,69.161.6.15,,,,,Yes,,Alaska,Anchorage,Female,51,Tired,Few,It energizes me,Alone,Small social events,4,,2,,,,,,3,,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,4,,,,,,5 Very important,Yes,View a diagram,Just start putting it together,Real life examples,Look at a diagram of the process,Listen to music,A science book with things to do,Just start using the program,Get a map,"Flip knobs, push buttons and flip over everything that is not nailed down",Make a charts and graphs,Experience,Make a visual of what is going on and find patterns,Sound it out,Look at the pictures,Highlight the words,Detailed stories
10714414406,233154035,5/7/2019 18:06,5/7/2019 18:12,107.242.121.12,,,,,Yes,,Washington,Sedro woolley,Male,27,Energized,Few,It energizes me,On a team,Small social events,5 - Expert,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Look at the diagrams,Talk with others who were in the discussion,Call a friend who has changed oil before,Listen to music,An adventure book with few images,Just start using the program,Get a map,"Flip knobs, push buttons and flip over everything that is not nailed down",Make a charts and graphs,Experience,Use a pros and cons list,See the word in your mind,Read the descriptions,Draw from previously -learned material,Detailed stories
10714394650,233154035,5/7/2019 17:53,5/13/2019 10:14,76.28.243.176,,,,,Yes,,Washington ,Sedro-Woolley ,Female,25,Energized,Few,It drains me,On a team,Small social events,2,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,3,,,,,,,5 Very important,,2,,,,,2,,,,,,,4,,Yes,View on a human body model,Just start putting it together,Real life examples,Call a friend who has changed oil before,Listen to music,An adventure book with few images,Look at diagrams on the internet,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Recall past experiences and things that happen,Experience,Discuss the situations with friends,Look it up in the dictionary,Ask a friend or waiter what is best,Draw from previously -learned material,Detailed stories
10714389279,233154035,5/7/2019 17:51,5/7/2019 19:58,69.161.6.15,,,,,Yes,,Alaska,Anchorage,Male,52,Energized,Many,It drains me,On a team,Large group activities,4,,2,,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Look at the diagrams,"Draw, using color and symbols",Watch a video on the internet as you do it,Listen to music,A picture book,Look at diagrams on the internet,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Make a charts and graphs,Facts,Discuss the situations with friends,Write it out,Ask a friend or waiter what is best,Highlight the words,Detailed stories
10714387047,233154035,5/7/2019 17:49,5/7/2019 17:54,72.42.171.209,,,,,Yes,,Alaska,Anchorage,Female,26,Tired,Many,It drains me,On a team,Large group activities,4,,,,4,,,,,4,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,4,,Yes,Have the doctor describe what is wrong,Read the instructions,Talk with others who were in the discussion,Call a friend who has changed oil before,Listen to music,An adventure book with few images,Read the help topics in the program,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Write it out,Read the descriptions,Highlight the words,Detailed stories
10714385237,233154035,5/7/2019 17:48,5/7/2019 19:26,107.242.121.3,,,,,Yes,,Alaska ,Anchorage ,Female,25,Tired,Few,It energizes me,On a team,Small social events,3,,,3,,,,,,4,,,,,,5 Very important,,,,4,,,,,,5 Very important,,,3,,,,,3,,,,,,4,,Yes,View a diagram,Look at the diagrams,Real life examples,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Just start using the program,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Sound it out,Look at the pictures,Discuss with other students,"Maps, diagrams and charts"
